TIMESTAMP,DEVICEID,LAT,LON,CO2_PPM,CABIN_TEMPERATURE_C,AMBIENT_NOISE_DB_AVG,VEHICLE_SPEED,ACCELEROMETER_Y,ACCELEROMETER_Z,STEERING_WHEEL_ANGLE,ACCELERATOR_PEDAL_POSITION,BRAKE_PEDAL_PRESSURE,cell_voltage_v,cell_temperature_c,module_current_a,soc_pct,soh_pct,HEART_RATE_BPM,HEART_RATE_VARIABILITY_HRV,FATIGUE_ALERT,STRESS_ALERT,IS_HARSH_BRAKING,IS_POTHOLE
2025-05-16 10:44:00,Module_B,13.34890740495622,74.74216232813757,2513,26.84953935942116,64.42095724997807,47.39937494094015,-0.035734299818275556,0.005466751742674261,-8.0,19.538786435642873,2.5500800132412533,3.6867149742325878,32.64048964980569,8.937284886041681,35.36261667900314,95.7252890471629,63,27.398408936736228,1,0,0,0
2025-05-16 10:47:55,Module_B,13.342070998857938,74.74700764074534,3050,26.595226842102594,62.256983675025985,38.68274159007747,0.08380727280999739,0.061835707995474165,-12.0,23.003699418161144,4.667153537435775,3.8860962625208675,32.26756760725964,22.87055973066511,41.09316317596162,96.658530186372,66,27.185155163159415,1,0,0,0
2025-05-16 09:40:45,Module_A,13.336883693369964,74.74163870729957,728,21.342845501639246,67.09340952453523,50.89421109726541,-0.4286387183320559,0.28685916169625697,-4.4135873441618365,36.625874105930706,4.961810347747905,4.017828843241385,28.870758575654406,10.87400248794144,59.06002157389398,96.34080098109433,63,72.31878038024277,0,0,0,0
2025-05-16 10:16:25,Module_A,13.343890425519218,74.74450647083731,832,19.66880776265311,71.62101331320648,49.49711219966402,-0.25039624763916424,-0.06718285957939954,-8.929737122093133,27.387043856200208,2.1823573529972458,3.7012205265023472,26.80047391810197,27.421339395459803,74.34499131591267,96.57845369639585,61,76.20306647740563,0,0,0,0
2025-05-16 10:42:45,Module_B,13.333577025505761,74.75351751603183,2732,26.030470524581656,66.00581204101813,33.236057209713586,-0.027757466362714395,0.025833935047622464,0.0,27.709284350115276,4.07511287279986,3.969540614522119,36.48907518453558,14.01197314343937,41.484759131744084,92.04563951392784,56,19.76061626876991,1,0,0,0
2025-05-16 11:00:35,Module_B,13.34201230036164,74.74220902071794,3072,24.724152897285776,66.66889221570449,41.53820012299967,0.19155644504113822,0.0508410129960796,0.0,21.904610477481455,2.4305304387260387,3.968852978402978,33.08670725885541,16.55891652578691,45.245987985840586,95.7419112817463,64,29.850275802912456,1,0,0,0
2025-05-16 10:30:30,Module_A,13.349458497850819,74.74263219747434,673,20.922025408268375,68.27433053749016,56.13679607426599,0.07950671129632214,0.1639643488622125,-8.982712607097785,27.53960709324199,2.060001006061845,4.0444671911769,31.944394783302663,29.91918838149306,63.21865168276515,93.69042445595655,67,50.14927449366269,0,0,0,0
2025-05-16 11:11:25,Module_C,13.336484026163259,74.74244123946474,654,19.304184116440076,77.85113620549252,8.196033305476844,-7.818950098937013,-0.1801898724505201,-7.2302367260994345,8.515838354370956,97.25203663230347,3.739292700026934,33.674043378772964,-9.366028501675615,46.68928343800762,95.4494737627944,126,19.882458675775393,0,1,1,0
2025-05-16 11:24:05,Module_D,13.34579890670054,74.75012330696526,987,21.455690456934416,70.64420804591549,36.90624736942168,-0.05949776796596804,-0.07226743932248021,8.898425554317985,12.337137892748654,4.236253155003713,3.3112075300457824,31.059041348051768,12.275632665406821,5.565254505490539,93.21643068234236,95,27.03614231573217,0,1,0,0
2025-05-16 10:51:20,Module_B,13.348993744139682,74.75112128979175,3330,24.857884675097605,64.018882196635,34.741233736128066,0.175758154504367,0.08010608934746677,0.0,19.11851721124717,1.5818320522714424,3.9311039691828347,34.05826322567905,22.361049069599087,59.00734573221173,92.14075144458144,58,24.044386229568644,1,0,0,0
